"","x"
"9435","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9436","RT @DebraMessing: .@FBIWFO @FBIPhiladelphia @FBIPittsburgh INDICT THIS SEDITIONIST. 
Pennsylvania Lawmaker Played Key Role in Trump’s Plot…"
"9437","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9438","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9439","RT @RandaltsRandal: Why not crowd fund the LNP QLD Senate seats for the next election?

Last election a winnable place on their senate tick…"
"9440","RT @B52Malmet: The plot thickens. “The involvement of Representative Scott Perry underlined how far the former president was willing to go…"
"9441","RT @DebraMessing: .@FBIWFO @FBIPhiladelphia @FBIPittsburgh INDICT THIS SEDITIONIST. 
Pennsylvania Lawmaker Played Key Role in Trump’s Plot…"
"9442","RT @BarbaraRacek: Top story: Pennsylvania Lawmaker Played Key Role in Trump’s Plot to Oust Acting Attorney General https://t.co/5KjGZVf9TR,…"
"9443","RT @DebraMessing: .@FBIWFO @FBIPhiladelphia @FBIPittsburgh INDICT THIS SEDITIONIST. 
Pennsylvania Lawmaker Played Key Role in Trump’s Plot…"
"9444","RT @SenSchumer: Unconscionable a Trump Justice Department leader would conspire to subvert the people's will

The Justice Dept Inspector Ge…"
"9445","RT @samstein: We had heard that Scott Perry was the PA Republican who was involving in trying to oust the AG and help Trump overturn the el…"
"9446","RT @DebraMessing: .@FBIWFO @FBIPhiladelphia @FBIPittsburgh INDICT THIS SEDITIONIST. 
Pennsylvania Lawmaker Played Key Role in Trump’s Plot…"
"9447","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"9448","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9449","RT @NBCNews: Delta Air Lines has put 880 people on its no-fly list for not complying with its mask requirements and has banned others from…"
"9450","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9451","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9452","RT @RussellFosterTX: Every single GOP that voted against certifying the election should show us the concrete evidence they have for trying…"
"9453","RT @Amy_Siskind: And more - on the other plot. https://t.co/XLm2yQ41ma"
"9454","RT @DebraMessing: .@FBIWFO @FBIPhiladelphia @FBIPittsburgh INDICT THIS SEDITIONIST. 
Pennsylvania Lawmaker Played Key Role in Trump’s Plot…"
"9455","@JohnCornyn When a Democratic President engages in a violent insurrection to overthrow the results of a US election… https://t.co/u7spQT7RW6"
"9456","RT @DrEricDing: BREAKING—NYT reports that right-wing PA congressman @RepScottPerry played a key role in Trump’s plot to oust the acting att…"
"9457","RT @joelpollak: The truth they waited until after the election to tell us. https://t.co/kAJf01wslW"
"9458","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9459","RT @VABVOX: For months Trump was trying to subvert the election in Pennsylvania. That was the beginning--and apparently the end as well.

P…"
"9460","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"9461","RT @girlsreallyrule: THIS IS BIG: Due to voter fraud investigations nationwide not turning up enough proof to alter the election outcome, P…"
"9462","RT @cooljim198: Wall Street Journal: Trump pressured DOJ to file case with Supreme Court to overturn election results https://t.co/ddhWFj72…"
"9463","RT @keithboykin: Pennsylvania Republican Scott Perry was the conduit who introduced Donald Trump to Justice Department lawyer Jeffrey Clark…"
"9464","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9465","RT @DebraMessing: .@FBIWFO @FBIPhiladelphia @FBIPittsburgh INDICT THIS SEDITIONIST. 
Pennsylvania Lawmaker Played Key Role in Trump’s Plot…"
"9466","RT @DrEricDing: BREAKING—NYT reports that right-wing PA congressman @RepScottPerry played a key role in Trump’s plot to oust the acting att…"
"9467","RT @DebraMessing: .@FBIWFO @FBIPhiladelphia @FBIPittsburgh INDICT THIS SEDITIONIST. 
Pennsylvania Lawmaker Played Key Role in Trump’s Plot…"
"9468","RT @nytimes: Breaking News: A Pennsylvania congressman played a key role in Donald Trump’s plot to oust the acting attorney general this mo…"
"9469","I really believed that us voting in Trump meant something. I felt like America was going to be okay because so many… https://t.co/mQHxkiqUS8"
"9470","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9471","RT @rickhasen: Pennsylvania Lawmaker Played Key Role in Trump’s Plot to Oust Acting Attorney General https://t.co/O3IAwF6KcO"
"9472","RT @nytimes: Breaking News: A Pennsylvania congressman played a key role in Donald Trump’s plot to oust the acting attorney general this mo…"
"9473","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9474","RT @DebraMessing: .@FBIWFO @FBIPhiladelphia @FBIPittsburgh INDICT THIS SEDITIONIST. 
Pennsylvania Lawmaker Played Key Role in Trump’s Plot…"
"9475","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9476","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"9477","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9478","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9479","Trump and Justice Dept. Lawyer Said to Have Plotted to Oust Acting Attorney General https://t.co/4jqyLnAuja"
"9480","RT @BBCWorld: How challenging will it be to bring people together after such a polarising election?

BBC My World spoke to two 16-year-olds…"
"9481","RT @nytimes: Breaking News: A Pennsylvania congressman played a key role in Donald Trump’s plot to oust the acting attorney general this mo…"
"9482","RT @nytimes: Breaking News: A Pennsylvania congressman played a key role in Donald Trump’s plot to oust the acting attorney general this mo…"
"9483","RT @JoshShapiroPA: Representative Perry ought to familiarize himself with Section 3 of the 14th Amendment of our Constitution. 

There must…"
"9484","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"9485","@christryst8946 @martinthomas208 @SkyNewsAust Lol yes but it took him twice as long and him leaving didn’t come fro… https://t.co/1wFacyTTEr"
"9486","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"9487","RT @joelpollak: The truth they waited until after the election to tell us. https://t.co/kAJf01wslW"
"9488","RT @DebraMessing: .@FBIWFO @FBIPhiladelphia @FBIPittsburgh INDICT THIS SEDITIONIST. 
Pennsylvania Lawmaker Played Key Role in Trump’s Plot…"
"9489","RT @chrislhayes: One thing becomes clearer and clearer by the day, which is that if it had come down to only one state, they probably would…"
"9490","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9491","RT @ReportsDaNews: (@SenSchumer)
Unconscionable a Trump Justice Department leader would conspire to subvert the people's will

The Justice…"
"9492","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9493","RT @KenRoth: The European Union and the US join a growing clamor for an independent investigation into Ugandan security force election-rela…"
"9494","RT @bgirl0001: Destruction Barbie letting us know her groping boss is going to be calling an election soon??"
"9495","RT @maggieNYT: .<U+2066>@ktbenner<U+2069> is on fire &gt;  https://t.co/zb6bu0xKFH"
"9496","RT @Meidas_Damon: @malcolmkenyatta @RepScottPerry Please resign now. You did this:

Pennsylvania Lawmaker Played Key Role in Trump’s Plot t…"
"9497","RT @mehdirhasan: Pennsylvania Lawmaker Played Key Role in Trump’s Plot to Oust Acting Attorney General - The New York Times https://t.co/KB…"
"9498","RT @chrislhayes: One thing becomes clearer and clearer by the day, which is that if it had come down to only one state, they probably would…"
"9499","RT @marceelias: Despicable conduct by a member of Congress. The Ethics Committee must take action.
https://t.co/85fUw2Ms9s"
"9500","RT @ktbenner: SCOOP: The acting head of DOJ's civil division spoke with Trump about a plan to stop the steal; and then told Acting AG Rosen…"
"9501","RT @NBCNews: Delta Air Lines has put 880 people on its no-fly list for not complying with its mask requirements and has banned others from…"
"9502","RT @adamgoldmanNYT: EXCLUSIVE: When @ktbenner first told me about this story even I was stunned after 4 years of covering the Trump Adminis…"
"9503","RT @reedfrich: This bombshell NYT account of Trump openly threatening the DOJ to be an accomplice in his election fraud conspiracy-mongerin…"
"9504","RT @yashar: Arizona Republican Party Set to Censure Doug Ducey, Cindy McCain, &amp; Jeff Flake

The three Republicans face a rebuke for refusin…"
"9505","RT @JoshShapiroPA: Representative Perry ought to familiarize himself with Section 3 of the 14th Amendment of our Constitution. 

There must…"
"9506","RT @DebraMessing: .@FBIWFO @FBIPhiladelphia @FBIPittsburgh INDICT THIS SEDITIONIST. 
Pennsylvania Lawmaker Played Key Role in Trump’s Plot…"
"9507","RT @chrislhayes: One thing becomes clearer and clearer by the day, which is that if it had come down to only one state, they probably would…"
"9508","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"9509","@CAGoldenBear @donwinslow https://t.co/uwhUS6Bb8A you mean like that con trump was attempting a coup on the #FBI too?"
"9510","RT @girlsreallyrule: THIS IS BIG: Due to voter fraud investigations nationwide not turning up enough proof to alter the election outcome, P…"
"9511","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"9512","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9513","RT @nytimes: Breaking News: A Pennsylvania congressman played a key role in Donald Trump’s plot to oust the acting attorney general this mo…"
"9514","105/ My beloved US <U+2728><U+2764><U+FE0F><U+2728> Fareed's interview <U+0001F447>from last Sun on @CNN GPS w @TimothyDSnyder Yale Prof on Facism/Extremi… https://t.co/T5XppuxUlA"
"9515","RT @DrEricDing: BREAKING—NYT reports that right-wing PA congressman @RepScottPerry played a key role in Trump’s plot to oust the acting att…"
"9516","RT @PreetBharara: The torrent of new information about his misconduct in the final weeks is just beginning. It will not be possible to just…"
"9517","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9518","RT @chrislhayes: One thing becomes clearer and clearer by the day, which is that if it had come down to only one state, they probably would…"
